Census year,Add,Shop,Seating type,Number of seats
2013,"Gnd & Mezz , 130 Little Collins Street MELBOURNE 3000",Famish'd,Seats - Indoor,40
2013,116 Russell Street MELBOURNE 3000,Postal Hall,Seats - Outdoor,15
2013,"Ground , 59-63 Bourke Street MELBOURNE 3000",Spaghetti Tree,Seats - Indoor,330
2013,"Level 1, 89-91 Bourke Street MELBOURNE 3000",Happy Palace Restaurant,Seats - Indoor,160
2013,"Shop 3, 12-18 Meyers Place MELBOURNE 3000",Lily Blacks,Seats - Indoor,100
2013,169 Bourke Street MELBOURNE 3000,Eastern Flower,Seats - Indoor,52
2013,"Ground , 181-183 King Street MELBOURNE 3000",Melbourne Pizza Bar,Seats - Indoor,40
2013,185 King Street MELBOURNE 3000,King Jons,Seats - Indoor,47
2013,600 Bourke Street MELBOURNE 3000,Espresso Nova,Seats - Indoor,81
2013,"Shop 15, LwrGround , 600 Bourke Street MELBOURNE 3000",Blu Fish Cafe,Seats - Indoor,28
2013,186 King Street MELBOURNE 3000,Kedai Satay,Seats - Outdoor,22
2013,515 Little Bourke Street MELBOURNE 3000,Slate Restaurant Bar,Seats - Indoor,80
2013,"Tenancy 25, Ground , 515 Little Bourke Street MELBOURNE 3000",Cafe Salida,Seats - Outdoor,20
2013,"Tenancy 9, Ground , 181 William Street MELBOURNE 3000",Cafe Blu,Seats - Outdoor,24
2013,"Tenancy 9, Ground , 181 William Street MELBOURNE 3000",Cafe Blu,Seats - Indoor,12
2013,"Unit 3, Ground , 516-526 Bourke Street MELBOURNE 3000",Bluestones 520 Cafe,Seats - Indoor,70
2013,"Shop 2, 500-512 Bourke Street MELBOURNE 3000",Ikyu Sushi,Seats - Indoor,80
2013,"Shop 6, 500 Bourke Street MELBOURNE 3000",Paco's Tacos,Seats - Outdoor,80
2013,"Shop 4, 500 Bourke Street MELBOURNE 3000",Cafenatics,Seats - Outdoor,39
2013,"Ground , 480 Bourke Street MELBOURNE 3000",CBD Bakery,Seats - Indoor,32
2013,"Ground , 480 Bourke Street MELBOURNE 3000",CBD Bakery,Seats - Outdoor,12
2013,"Part Ground , 472 Bourke Street MELBOURNE 3000",Donatos Licensed Cafe Restaurant,Seats - Indoor,45
2013,"Ground , 441-443 Little Bourke Street MELBOURNE 3000",Chi Kitchen,Seats - Indoor,60
2013,185-199 Queen Street MELBOURNE 3000,Queen Street Rescue,Seats - Indoor,60
2013,185-199 Queen Street MELBOURNE 3000,Queen Street Rescue,Seats - Outdoor,33
2013,408 Bourke Street MELBOURNE 3000,That Place,Seats - Indoor,30
2013,203 Elizabeth Street MELBOURNE 3000,Schnitz,Seats - Outdoor,16
2013,203 Elizabeth Street MELBOURNE 3000,Schnitz,Seats - Indoor,20
2013,213 Elizabeth Street MELBOURNE 3000,Tropicana Juice Bar,Seats - Indoor,10
2013,"Level 1, 209-213 Elizabeth Street MELBOURNE 3000",Captains of Industry,Seats - Indoor,45
2013,"Ground , 13-15 Hardware Lane MELBOURNE 3000",Hardware Lane Cafe & Bar / Jeremy's Cafe,Seats - Outdoor,30
2013,21-25 Hardware Lane MELBOURNE 3000,Campari House,Seats - Outdoor,50
2013,21-25 Hardware Lane MELBOURNE 3000,Campari House,Seats - Indoor,100
2013,359 Little Bourke Street MELBOURNE 3000,Brother Baba Budan,Seats - Indoor,16
2013,"Shop 3, 35 Little Bourke Street MELBOURNE 3000",Trim,Seats - Outdoor,24
2013,"LwrGround , 405 Little Bourke Street MELBOURNE 3000",The Apartment Restaurant Club Lounge,Seats - Indoor,100
2013,"Shop 2, Ground , 190 Queen Street MELBOURNE 3000",Kenny's Bakery Cafe,Seats - Outdoor,6
2013,"Shop 2, Ground , 190 Queen Street MELBOURNE 3000",Kenny's Bakery Cafe,Seats - Indoor,20
2013,"Shop , Ground , 160 Queen Street MELBOURNE 3000",NY Deli,Seats - Outdoor,70
2013,"Shop , Ground , 160 Queen Street MELBOURNE 3000",NY Deli,Seats - Indoor,65
2013,19 Somerset Place MELBOURNE 3000,The Little Mule Company Pty Ltd,Seats - Indoor,32
2013,338-352 Bourke Street MELBOURNE 3000,Ramen Ya,Seats - Outdoor,58
2013,"Part Level 3, 314-336 Bourke Street MELBOURNE 3000",Brunetti Myer Melbourne,Seats - Indoor,99
2013,"Shop 8, 195-205 Swanston Street MELBOURNE 3000",Soul Cafe,Seats - Outdoor,30
2013,"Ground , 209 Swanston Street MELBOURNE 3000",Claypot King,Seats - Indoor,78
2013,"Ground , 209 Swanston Street MELBOURNE 3000",Claypot King,Seats - Outdoor,20
2013,"Shop 13, 246 Bourke Street MELBOURNE 3000",Mister Close,Seats - Indoor,64
2013,"Shop 1, Level 1, 206-218 Bourke Street MELBOURNE 3000",Shanghai Dynasty Restaurant,Seats - Indoor,300
2013,"Level 2, 206 Bourke Street MELBOURNE 3000",Dainty Sichuan Food,Seats - Indoor,250
2013,"Shop 7, 194-200 Bourke Street MELBOURNE 3000",Laksa House Restaurant,Seats - Indoor,60
2013,"Shop 6, 194-200 Bourke Street MELBOURNE 3000",Kaneda Japanese Restaurant,Seats - Indoor,40
2013,180 Bourke Street MELBOURNE 3000,Hungry Jack's,Seats - Indoor,130
2013,167 Russell Street MELBOURNE 3000,Lapres Midi,Seats - Indoor,25
2013,181-183 Russell Street MELBOURNE 3000,Wonton House,Seats - Indoor,80
2013,"Level 1, 171 Russell Street MELBOURNE 3000",Da Hu Peking Duck Restaurant,Seats - Indoor,120
2013,"Ground , 139 Bourke Street MELBOURNE 3000",Ginza Teppanyaki Japanese Restaurant,Seats - Indoor,70
2013,"Level 1, 139 Bourke Street MELBOURNE 3000",Sawasdee Thai Restaurant,Seats - Indoor,120
2013,"Level 1, 124-128 Bourke Street MELBOURNE 3000",Flower Drum,Seats - Indoor,140
2013,"Shop 9, UprGround , 108-116 Bourke Street MELBOURNE 3000",Ramen Ya On Bourke,Seats - Indoor,120
2013,"Shop 5, 83-89 Exhibition Street MELBOURNE 3000",Nihonbashi Zen,Seats - Indoor,34
2013,105 Little Bourke Street MELBOURNE 3000,Meiji Japanese Cafe,Seats - Indoor,70
2013,26-28 Market Lane MELBOURNE 3000,Hofbrauhaus Restaurant,Seats - Indoor,60
2013,76 Bourke Street MELBOURNE 3000,Ombra,Seats - Outdoor,11
2013,72-74 Bourke Street MELBOURNE 3000,Bottega Restaurant,Seats - Outdoor,22
2013,"Ground , 11-25 Crossley Street MELBOURNE 3000",Becco,Seats - Indoor,100
2013,"Ground , 11-25 Crossley Street MELBOURNE 3000",Becco,Seats - Outdoor,16
2013,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",Locanda Italian Steakhouse,Seats - Outdoor,34
2013,"Unit 7, 43 Little Bourke Street MELBOURNE 3000",Little Malaysia,Seats - Indoor,70
2013,159 Spring Street MELBOURNE 3000,City Wine Shop,Seats - Outdoor,30
2013,"Level 1, 161 Spring Street MELBOURNE 3000",The Melbourne Supper Club,Seats - Indoor,90
2013,16 Bourke Street MELBOURNE 3000,Red Pepper Indian Restaurant,Seats - Outdoor,8
2013,16 Bourke Street MELBOURNE 3000,Red Pepper Indian Restaurant,Seats - Indoor,66
2013,14 Bourke Street MELBOURNE 3000,Red Pepper Indian Restaurant,Seats - Outdoor,20
2013,209-211 King Street MELBOURNE 3000,King's Steak & Seafood Bar,Seats - Indoor,75
2013,219 King Street MELBOURNE 3000,Sud,Seats - Indoor,45
2013,"Gnd & Flr1 , 232 King Street MELBOURNE 3000",Regency Chinese Cuisine,Seats - Indoor,137
2013,"Part Ground , 218 King Street MELBOURNE 3000",Delhi Rocks,Seats - Indoor,50
2013,525 Lonsdale Street MELBOURNE 3000,Cafe Dominoes,Seats - Outdoor,30
2013,"Ground , 562 Little Bourke Street MELBOURNE 3000",Melbourne Hwaro Korean BBQ Restaurant,Seats - Outdoor,12
2013,"Shop 2, Ground , 221 Queen Street MELBOURNE 3000",Speck Cafe,Seats - Outdoor,2
2013,346 Elizabeth Street MELBOURNE 3000,i Canteen,Seats - Indoor,31
2013,"Gnd & Bmt , 59 Hardware Lane MELBOURNE 3000",Aloi Na Cafe,Seats - Outdoor,12
2013,"Ground , 67 Hardware Lane MELBOURNE 3000",The Mill,Seats - Outdoor,44
2013,75-77 Hardware Lane MELBOURNE 3000,Amigos Hardware Lane,Seats - Indoor,100
2013,78 Hardware Lane MELBOURNE 3000,Vons Restaurant & Bar,Seats - Indoor,54
2013,68 Hardware Lane MELBOURNE 3000,Pop,Seats - Indoor,60
2013,"Ground , 54-58 Hardware Lane MELBOURNE 3000",Cafe Max,Seats - Outdoor,74
2013,389 Lonsdale Street MELBOURNE 3000,Aspro Ble Cafe,Seats - Outdoor,25
2013,"Shop 2, 399-0 Lonsdale Street MELBOURNE 3000",Shadows Of Envy,Seats - Indoor,100
2013,"Part Ground , 224 Queen Street MELBOURNE 3000",Torro Cafe,Seats - Indoor,18
2013,"Shop 3, 200 Queen Street MELBOURNE 3000",Bench & Co,Seats - Indoor,50
2013,237 Swanston Street MELBOURNE 3000,Gi Gi Japanese Sushi,Seats - Indoor,53
2013,"Ground , 241 Swanston Street MELBOURNE 3000",Mekong Vietnam,Seats - Indoor,50
2013,"Ground , 245 Swanston Street MELBOURNE 3000",Rice Paper Vietnamese Restaurant,Seats - Outdoor,15
2013,"Ground , 245 Swanston Street MELBOURNE 3000",Rice Paper Vietnamese Restaurant,Seats - Indoor,74
2013,251-253 Swanston Street MELBOURNE 3000,Melbourne Vietnam Noodle House,Seats - Indoor,125
2013,275-279 Swanston Street MELBOURNE 3000,McDonalds,Seats - Indoor,94
2013,16 Celestial Avenue MELBOURNE 3000,Heyday Hong Kong Cafe,Seats - Indoor,16
2013,"Ground , 185 Lonsdale Street MELBOURNE 3000",International Diethnes Cakes,Seats - Indoor,73
2013,195 Lonsdale Street MELBOURNE 3000,Le Bangkok,Seats - Indoor,110
2013,"Gnd & Flr1 , 197 Lonsdale Street MELBOURNE 3000",Tsindos Greek Restaurant,Seats - Outdoor,8
2013,209-211 Lonsdale Street MELBOURNE 3000,Medallion Cafe & Cakes,Seats - Indoor,116
2013,"Ground , 237-237 Lonsdale Street MELBOURNE 3000",Touche Hombre,Seats - Indoor,80
2013,"Ground , 186-190 Little Bourke Street MELBOURNE 3000",Lemon Bistro,Seats - Indoor,85
2013,"Ground , 235 Russell Street MELBOURNE 3000",China Bar,Seats - Indoor,70
2013,254 Swanston Street MELBOURNE 3000,Patterns Cafe,Seats - Outdoor,6
2013,242 Swanston Street MELBOURNE 3000,Ghin Khao,Seats - Indoor,95
2013,"Ground , 3-5 Waratah Place MELBOURNE 3000",Kum Den Restaurant,Seats - Indoor,105
2013,238 Little Bourke Street MELBOURNE 3000,Kimurakan Japanese Cafe,Seats - Indoor,60
2013,"Ground , 22-26 Corrs Lane MELBOURNE 3000",Sichuan House,Seats - Indoor,76
2013,233 Exhibition Street MELBOURNE 3000,The Gate Keeper,Seats - Indoor,120
2013,103-105 Lonsdale Street MELBOURNE 3000,The Aylesbury,Seats - Indoor,118
2013,113 Lonsdale Street MELBOURNE 3000,Seamstress,Seats - Indoor,20
2013,"Part Ground , 123 Lonsdale Street MELBOURNE 3000",Cafe Caledonia,Seats - Outdoor,6
2013,"Office 1, 139 Lonsdale Street MELBOURNE 3000",Madam Kay's Platz,Seats - Outdoor,6
2013,149-155 Lonsdale Street MELBOURNE 3000,Dragon Boat Palace,Seats - Indoor,380
2013,"Part Gnd & Mezz , 126 Little Bourke Street MELBOURNE 3000",Golden Orchid Restaurant,Seats - Indoor,80
2013,"Part Ground , 108-110 Little Bourke Street MELBOURNE 3000",Info Booth Cafe & Tea,Seats - Indoor,45
2013,"Part Ground , 108-110 Little Bourke Street MELBOURNE 3000",Info Booth Cafe & Tea,Seats - Outdoor,12
2013,"Level 1, 234 Russell Street MELBOURNE 3000",Seoul House Korean Restaurant,Seats - Indoor,150
2013,234A Russell Street MELBOURNE 3000,Mai Tai Restaurant,Seats - Indoor,100
2013,146-148 Russell Street MELBOURNE 3000,Gogi Korean BBQ Buffet,Seats - Indoor,100
2013,150 Russell Street MELBOURNE 3000,Famous Hot Pot,Seats - Indoor,52
2013,"Tenancy 6, 154 Russell Street MELBOURNE 3000",Crystal Jade Restaurant,Seats - Indoor,200
2013,235 Exhibition Street MELBOURNE 3000,Subway,Seats - Indoor,28
2013,28 Corrs Lane MELBOURNE 3000,Yamato Japanese Restaurant,Seats - Indoor,28
2013,"Part Ground , 222 Exhibition Street MELBOURNE 3000",Cafe 222,Seats - Indoor,75
2013,56 Exhibition Street MELBOURNE 3000,Kuni's Japanese Restaurant,Seats - Indoor,70
2013,57 Lonsdale Street MELBOURNE 3000,Bluebag,Seats - Outdoor,20
2013,"Shop 3, Ground , 24-38 Little Bourke Street MELBOURNE 3000",Cafe Le Petite Bourke Patisserie,Seats - Indoor,15
2013,"Ground , 22 Punch Lane MELBOURNE 3000",Lucattini's Italian Restaurant,Seats - Indoor,54
2013,"Shop 3, 201 Spring Street MELBOURNE 3000",Hudson's Coffee,Seats - Indoor,31
2013,"Shop 3, 201 Spring Street MELBOURNE 3000",Hudson's Coffee,Seats - Outdoor,6
2013,275 King Street MELBOURNE 3000,Ipondo Ramen,Seats - Indoor,35
2013,"Shop 4, 280 King Street MELBOURNE 3000",Dancing Goat Cafe,Seats - Indoor,24
2013,"Shop 5, 280 King Street MELBOURNE 3000",Lee's Chinese Gourmet,Seats - Indoor,30
2013,536 Lonsdale Street MELBOURNE 3000,@ Rice On Lonsdale,Seats - Outdoor,12
2013,534 Lonsdale Street MELBOURNE 3000,Wheat Restaurant & Bar,Seats - Outdoor,20
2013,"Shop 2, 551-555 Little Lonsdale Street MELBOURNE 3000",1st Salt And Pepper Chicken,Seats - Indoor,24
2013,"Shop 4, 551-555 Little Lonsdale Street MELBOURNE 3000",Mapo Grill & Bar,Seats - Indoor,64
2013,"Part Ground , 255 William Street MELBOURNE 3000",Petty Sessions Cafe,Seats - Indoor,120
2013,"Shop , 550 Lonsdale Street MELBOURNE 3000",Donoghue's,Seats - Indoor,40
2013,"Shop , Ground , 550 Lonsdale Street MELBOURNE 3000",Demi Tasse,Seats - Outdoor,14
2013,"Shop , Ground , 550 Lonsdale Street MELBOURNE 3000",Demi Tasse,Seats - Indoor,18
2013,"Shop , 10C Lonsdale Street MELBOURNE 3000",Cilantro Star Cafe,Seats - Indoor,32
2013,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",Kenny's Bakery Cafe,Seats - Outdoor,12
2013,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",Shinssi Hwaro Korean Bbq Restaurant,Seats - Outdoor,12
2013,"Shop 2, 535 Little Lonsdale Street MELBOURNE 3000",Back Pocket,Seats - Outdoor,8
2013,"Shop 2, 535 Little Lonsdale Street MELBOURNE 3000",Back Pocket,Seats - Indoor,40
2013,"Shop 1, 456 Lonsdale Street MELBOURNE 3000",Legals Cafe,Seats - Indoor,75
2013,123 Hardware Street MELBOURNE 3000,Silo By Joost,Seats - Outdoor,12
2013,120 Hardware Street MELBOURNE 3000,The Hardware Societe,Seats - Outdoor,20
2013,120 Hardware Street MELBOURNE 3000,The Hardware Societe,Seats - Indoor,47
2013,361-365 Little Lonsdale Street MELBOURNE 3000,1000 Pound Bend,Seats - Indoor,100
2013,"Shop 2, 391 Little Lonsdale Street MELBOURNE 3000",CJ Lunchbar,Seats - Indoor,22
2013,1-3 Little Lonsdale Street MELBOURNE 3000,Gloria Jeans,Seats - Indoor,40
2013,7 Little Lonsdale Street MELBOURNE 3000,Ec Pot Cafe Bar,Seats - Indoor,40
2013,35 Little Lonsdale Street MELBOURNE 3000,Cafenatics QV,Seats - Indoor,30
2013,25-27 Little Lonsdale Street MELBOURNE 3000,Max Brenner Chocolates,Seats - Outdoor,56
2013,25-27 Little Lonsdale Street MELBOURNE 3000,Max Brenner Chocolates,Seats - Indoor,30
2013,27-33 Little Lonsdale Street MELBOURNE 3000,Mad Mex,Seats - Outdoor,10
2013,27-33 Little Lonsdale Street MELBOURNE 3000,Mad Mex,Seats - Indoor,38
2013,24 Little Lonsdale Street MELBOURNE 3000,Squisito Bar,Seats - Outdoor,16
2013,31-33 Little Lonsdale Street MELBOURNE 3000,Romano's Coffee,Seats - Outdoor,42
2013,23-25 Little Lonsdale Street MELBOURNE 3000,Sushi Sushi,Seats - Indoor,61
2013,275-285 Exhibition Street MELBOURNE 3000,Trunk,Seats - Indoor,150
2013,"Part Ground , 118 Lonsdale Street MELBOURNE 3000",Pomodoro Cafe & Pizzeria,Seats - Outdoor,4
2013,109-111 Little Lonsdale Street MELBOURNE 3000,Illy,Seats - Indoor,40
2013,260-262 Russell Street MELBOURNE 3000,Seoul Tookbegi,Seats - Indoor,46
2013,38-40 Lonsdale Street MELBOURNE 3000,Urban Deli,Seats - Indoor,46
2013,"Shop 8, 36 Lonsdale Street MELBOURNE 3000",Shuji Sushi,Seats - Indoor,40
2013,"Shop 1, 45-49 Lonsdale Street MELBOURNE 3000",Olivino @ Urban Workshop,Seats - Indoor,60
2013,"Part Ground , 555 La Trobe Street MELBOURNE 3000",Cafe 555,Seats - Outdoor,15
2013,"Building , Part Ground , 555 La Trobe Street MELBOURNE 3000",Angliss Bistro,Seats - Indoor,60
2013,555 La Trobe Street MELBOURNE 3000,Occasions Restaurant,Seats - Indoor,100
2013,536 Little Lonsdale Street MELBOURNE 3000,Feroy Cafe & Bar,Seats - Outdoor,4
2013,328-330 King Street MELBOURNE 3000,Russells Old Corner Shop Luncheon Room,Seats - Indoor,20
2013,"Suite 2, Ground , 469 La Trobe Street MELBOURNE 3000",Frescatis Fine Foods,Seats - Outdoor,40
2013,485 La Trobe Street MELBOURNE 3000,Cafe Saporo,Seats - Outdoor,30
2013,472-472 Little Lonsdale Street MELBOURNE 3000,The Workers Food Room,Seats - Indoor,30
2013,335 La Trobe Street MELBOURNE 3000,Kanda Sushi Noodle Bar,Seats - Outdoor,3
2013,"Ground , 333 La Trobe Street MELBOURNE 3000",Badger And Hawke,Seats - Outdoor,48
2013,335 La Trobe Street MELBOURNE 3000,Kanda Sushi Noodle Bar,Seats - Indoor,40
2013,288 Little Lonsdale Street MELBOURNE 3000,Romano's Coffee,Seats - Outdoor,12
2013,"Suite 5, 330-344 Little Lonsdale Street MELBOURNE 3000",Don Too,Seats - Indoor,50
2013,334-336 Little Lonsdale Street MELBOURNE 3000,Water Flame,Seats - Indoor,70
2013,"Shop 156, Level 1, 300 La Trobe Street MELBOURNE 3000",Caffe Torre,Seats - Indoor,79
2013,"Shop 309, Level 3, 300 La Trobe Street MELBOURNE 3000",Nando's Melbourne Central,Seats - Indoor,122
2013,"Shop 3, Ground , 300 La Trobe Street MELBOURNE 3000",Cafe ERA,Seats - Outdoor,60
2013,"Kiosk 1, Level 2, 300 La Trobe Street MELBOURNE 3000",Bibita,Seats - Indoor,19
2013,"Kiosk 11, Ground , 300 La Trobe Street MELBOURNE 3000",Assagi,Seats - Indoor,38
2013,"Shop 257, Level 2, 300-265 La Trobe Street MELBOURNE 3000",Cupcake Central,Seats - Indoor,20
2013,"Shop 7, Ground , 300 La Trobe Street MELBOURNE 3000",Chilli Express,Seats - Outdoor,50
2013,"Shop 319, Level 3, 300 La Trobe Street MELBOURNE 3000",Grill'd Healthy Burgers,Seats - Indoor,120
2013,"Shop 245, Level 2, 300 La Trobe Street MELBOURNE 3000",Gloria Jeans,Seats - Indoor,60
2013,"Shop 1, Ground , 300 La Trobe Street MELBOURNE 3000",Food Inc.,Seats - Indoor,20
2013,"Shop 5, Ground , 300 La Trobe Street MELBOURNE 3000",Max Brenner-Chocolate Bar,Seats - Indoor,38
2013,"Shop 68, Ground , 300-265 La Trobe Street MELBOURNE 3000",Oriental Tea House,Seats - Indoor,180
2013,"Shop 157, Level 1, 300 La Trobe Street MELBOURNE 3000",Theobroma Chocolate Lounge,Seats - Outdoor,36
2013,317 Swanston Street MELBOURNE 3000,Sushi Sushi,Seats - Indoor,60
2013,319 Swanston Street MELBOURNE 3000,ES Teler 77,Seats - Indoor,70
2013,"Shop 1, Ground , 335-347 Swanston Street MELBOURNE 3000",Nando's Australia,Seats - Indoor,64
2013,"Shop 1, Ground , 335-347 Swanston Street MELBOURNE 3000",Nando's Australia,Seats - Outdoor,32
2013,"Basement , 176-328 Swanston Street MELBOURNE 3000",The Moat Bar & Cafe,Seats - Outdoor,50
2013,"Level 1, 295 Exhibition Street MELBOURNE 3000",The Khan Mongolian Bbq Restaurant,Seats - Indoor,70
2013,"Ground , 297 Exhibition Street MELBOURNE 3000",Miss Chu,Seats - Indoor,50
2013,303 Exhibition Street MELBOURNE 3000,Decoy,Seats - Indoor,50
2013,305-307 Exhibition Street MELBOURNE 3000,Maltitude Cafe,Seats - Indoor,50
2013,311 Exhibition Street MELBOURNE 3000,Taiwan Canteen,Seats - Indoor,44
2013,"Part Ground , 321-329 Exhibition Street MELBOURNE 3000",Shuji Sushi,Seats - Indoor,44
2013,285 Spring Street MELBOURNE 3000,Lost Angel Bar & Restaurant,Seats - Indoor,60
2013,377-379 King Street WEST MELBOURNE 3003,Trend Cafe,Seats - Outdoor,12
2013,"Ground , 341 King Street WEST MELBOURNE 3003",Impresso Coffee BAr,Seats - Outdoor,7
2013,"Unit 3, Ground , 25 Wills Street MELBOURNE 3000",Operator 25,Seats - Indoor,56
2013,"Part Ground , 338 Queen Street MELBOURNE 3000",Schnitz,Seats - Indoor,40
2013,"Ground , 53 A'Beckett Street MELBOURNE 3000",Darac Grill & Bar,Seats - Outdoor,5
2013,382-384 Elizabeth Street MELBOURNE 3000,Gloria Jeans,Seats - Outdoor,4
2013,Part 29-63 La Trobe Street MELBOURNE 3000,A Little Bird Told Me,Seats - Indoor,20
2013,"Part Ground , 124 La Trobe Street MELBOURNE 3000",Pearson and Murph'y Cafe,Seats - Indoor,76
2013,"Unit 1, 355-357 Exhibition Street MELBOURNE 3000",Thailicious,Seats - Outdoor,12
2013,338-0 La Trobe Street MELBOURNE 3000,Blue Point Caffe,Seats - Indoor,45
2013,13A Victoria Street MELBOURNE 3000,Han Guuk Guan Korean Restaurant,Seats - Indoor,130
2013,"Ground , 390 Spencer Street WEST MELBOURNE 3003",Moulin Rouge Cafe,Seats - Outdoor,6
2013,"Ground , 362 Spencer Street WEST MELBOURNE 3003",Rej's Cafe & Kebabs,Seats - Indoor,43
2013,"Ground , 362 Spencer Street WEST MELBOURNE 3003",Rej's Cafe & Kebabs,Seats - Outdoor,5
2013,375 Queen Street MELBOURNE 3000,Empress of India Tavern / Rajah -On Queen,Seats - Indoor,100
2013,106 A'Beckett Street MELBOURNE 3000,Cafe 108,Seats - Indoor,71
2013,433 Elizabeth Street MELBOURNE 3000,Thai Culinary,Seats - Indoor,28
2013,"Ground , 437-439 Elizabeth Street MELBOURNE 3000",Menya Ramen,Seats - Indoor,94
2013,Part 441-445 Elizabeth Street MELBOURNE 3000,Little Coconut,Seats - Indoor,44
2013,408 Queen Street MELBOURNE 3000,Phancy Cafe & Catering,Seats - Outdoor,9
2013,"Shop 3, Ground , 422-440 Elizabeth Street MELBOURNE 3000",The Garden Cafe,Seats - Indoor,42
2013,83 Franklin Street MELBOURNE 3000,No 1 Delicious,Seats - Indoor,102
2013,133-135 Victoria Street MELBOURNE 3000,Market Lane Cafe,Seats - Indoor,20
2013,133-135 Victoria Street MELBOURNE 3000,Market Lane Cafe,Seats - Outdoor,26
2013,"Stall 26,  Peel Street MELBOURNE 3000",Sushi Kissaten,Seats - Indoor,36
2013,"Stall 20,  Peel Street MELBOURNE 3000",Tribel Cafe,Seats - Outdoor,36
2013,517 Elizabeth Street MELBOURNE 3000,Cafe Victoria,Seats - Outdoor,24
2013,519-521 Elizabeth Street MELBOURNE 3000,Coffea Coffee,Seats - Indoor,26
2013,519-521 Elizabeth Street MELBOURNE 3000,Coffea Coffee,Seats - Outdoor,27
2013,507 Elizabeth Street MELBOURNE 3000,Le Croissant Des Halles,Seats - Outdoor,42
2013,76 Therry Street MELBOURNE 3000,Invita,Seats - Outdoor,36
2013,487 Elizabeth Street MELBOURNE 3000,Cafe Scaletti,Seats - Indoor,56
2013,501-503 Elizabeth Street MELBOURNE 3000,McDonalds,Seats - Indoor,136
2013,501-503 Elizabeth Street MELBOURNE 3000,McDonalds,Seats - Outdoor,64
2013,Rear 93 Therry Street MELBOURNE 3000,Mr Burger,Seats - Indoor,22
2013,464 Therry Street MELBOURNE 3000,Fine Food Corner,Seats - Indoor,12
2013,"Ground , 469 Elizabeth Street MELBOURNE 3000",Kitchen Inn,Seats - Indoor,30
2013,471 Elizabeth Street MELBOURNE 3000,Citi Noodle Cafe,Seats - Indoor,34
2013,"Unit 2, Ground , 50-56 Franklin Street MELBOURNE 3000",Melba Cafe,Seats - Outdoor,16
2013,"Part Ground , 501 Swanston Street MELBOURNE 3000",Melba 501,Seats - Outdoor,38
2013,487 Swanston Street MELBOURNE 3000,Mrs Noodle,Seats - Indoor,90
2013,512A-512B Elizabeth Street MELBOURNE 3000,Lok Lok Dumpling Bar,Seats - Indoor,60
2013,18-38 Siddeley Street DOCKLANDS 3005,Byblo's Bar & Restaurant,Seats - Outdoor,53
2013,258 Elgin Street CARLTON 3053,Foo-Go's,Seats - Indoor,45
2013,802 Swanston Street CARLTON 3053,Little Downtown Szechuan Cuisine,Seats - Indoor,40
